OBJECTID,Folder,Image,Object,Confidence,frame_idx,Latitude,Longitude,Photo_Link,Field9,Field10,Field11,Field12,Z
751,,image4.jpg,speed bump,0.250498682,4,31.09776167,29.97808167,C:\Road_Project\inference_data\nan\image4.jpg,,,,,107.8
752,,image5.jpg,Clear,0,5,31.09768167,29.97807,C:\Road_Project\inference_data\nan\image5.jpg,,,,,108.4
753,,image6.jpg,Clear,0,6,31.09760667,29.978055,C:\Road_Project\inference_data\nan\image6.jpg,,,,,108.7
754,,image7.jpg,Clear,0,7,31.09754,29.97803833,C:\Road_Project\inference_data\nan\image7.jpg,,,,,108.5
755,,image8.jpg,Lamp_Post,0.8022995,8,31.09746833,29.97802333,C:\Road_Project\inference_data\nan\image8.jpg,,,,,108.3
756,,image8.jpg,Lamp_Post,0.490720391,8,31.09738333,29.97800833,C:\Road_Project\inference_data\nan\image8.jpg,,,,,108.2
757,,image8.jpg,Lamp_Post,0.457123429,8,31.09728667,29.978,C:\Road_Project\inference_data\nan\image8.jpg,,,,,108.1
758,,image8.jpg,Lamp_Post,0.378882945,8,31.09719667,29.97799833,C:\Road_Project\inference_data\nan\image8.jpg,,,,,108.5
759,,image8.jpg,Lamp_Post,0.30910784,8,31.09709833,29.977975,C:\Road_Project\inference_data\nan\image8.jpg,,,,,108.8
760,,image8.jpg,speed bump,0.283666819,8,31.097025,29.97795,C:\Road_Project\inference_data\nan\image8.jpg,,,,,109.2
761,,image9.jpg,Clear,0,9,31.09695333,29.97792833,C:\Road_Project\inference_data\nan\image9.jpg,,,,,110
762,,image10.jpg,Lamp_Post,0.20838967,10,31.09689333,29.97791167,C:\Road_Project\inference_data\nan\image10.jpg,,,,,110.6
763,,image11.jpg,Crack,0.36886692,11,31.09683167,29.97789333,C:\Road_Project\inference_data\nan\image11.jpg,,,,,111.4
764,,image12.jpg,Clear,0,12,31.09675833,29.97788333,C:\Road_Project\inference_data\nan\image12.jpg,,,,,112
765,,image13.jpg,Crack,0.245865032,13,31.09668333,29.977865,C:\Road_Project\inference_data\nan\image13.jpg,,,,,113.1
766,,image14.jpg,Clear,0,14,31.09659667,29.977845,C:\Road_Project\inference_data\nan\image14.jpg,,,,,114.3
767,,image15.jpg,Clear,0,15,31.09649833,29.97783167,C:\Road_Project\inference_data\nan\image15.jpg,,,,,116.2
768,,image16.jpg,Lamp_Post,0.601107299,16,31.096405,29.97781667,C:\Road_Project\inference_data\nan\image16.jpg,,,,,117.9
769,,image16.jpg,Crack,0.406689167,16,31.09630667,29.97779833,C:\Road_Project\inference_data\nan\image16.jpg,,,,,119.1
770,,image16.jpg,Lamp_Post,0.355447084,16,31.09621833,29.97777833,C:\Road_Project\inference_data\nan\image16.jpg,,,,,119.7
771,,image16.jpg,Lamp_Post,0.30169487,16,31.09614,29.97775333,C:\Road_Project\inference_data\nan\image16.jpg,,,,,120.4
772,,image17.jpg,Clear,0,17,31.09606667,29.977725,C:\Road_Project\inference_data\nan\image17.jpg,,,,,119.4
773,,image18.jpg,Lamp_Post,0.247314408,18,31.09599167,29.97770167,C:\Road_Project\inference_data\nan\image18.jpg,,,,,118.6
774,,image19.jpg,Clear,0,19,31.095905,29.97768167,C:\Road_Project\inference_data\nan\image19.jpg,,,,,118.9
775,,image20.jpg,Clear,0,20,31.09582,29.97765833,C:\Road_Project\inference_data\nan\image20.jpg,,,,,119.6
776,,image21.jpg,Crack,0.682334602,21,31.09574667,29.97764333,C:\Road_Project\inference_data\nan\image21.jpg,,,,,119.7
777,,image21.jpg,Crack,0.536183894,21,31.09569333,29.97763167,C:\Road_Project\inference_data\nan\image21.jpg,,,,,119.8
778,,image21.jpg,Crack,0.220454052,21,31.09564833,29.97762,C:\Road_Project\inference_data\nan\image21.jpg,,,,,119.4
779,,image22.jpg,Crack,0.235057026,22,31.09560667,29.977605,C:\Road_Project\inference_data\nan\image22.jpg,,,,,119
780,,image23.jpg,Clear,0,23,31.09557667,29.977595,C:\Road_Project\inference_data\nan\image23.jpg,,,,,118.8
781,,image24.jpg,Lamp_Post,0.393430114,24,31.09555167,29.97758667,C:\Road_Project\inference_data\nan\image24.jpg,,,,,119.1
782,,image24.jpg,Lamp_Post,0.209621876,24,31.09553333,29.97757833,C:\Road_Project\inference_data\nan\image24.jpg,,,,,119.4
783,,image25.jpg,Lamp_Post,0.538152993,25,31.095515,29.97757167,C:\Road_Project\inference_data\nan\image25.jpg,,,,,119.3
784,,image25.jpg,Lamp_Post,0.472201884,25,31.09549167,29.97756333,C:\Road_Project\inference_data\nan\image25.jpg,,,,,119.4
785,,image25.jpg,speed bump,0.335145861,25,31.09546333,29.97755167,C:\Road_Project\inference_data\nan\image25.jpg,,,,,119.4
786,,image25.jpg,Lamp_Post,0.279692441,25,31.09541833,29.97753,C:\Road_Project\inference_data\nan\image25.jpg,,,,,119.4
787,,image26.jpg,speed bump,0.336784631,26,31.09535833,29.977505,C:\Road_Project\inference_data\nan\image26.jpg,,,,,119.2
788,,image27.jpg,Clear,0,27,31.09529333,29.97747333,C:\Road_Project\inference_data\nan\image27.jpg,,,,,119.6
789,,image28.jpg,Crack,0.396717608,28,31.095225,29.97744167,C:\Road_Project\inference_data\nan\image28.jpg,,,,,119.7
790,,image28.jpg,Crack,0.377728015,28,31.095155,29.97741,C:\Road_Project\inference_data\nan\image28.jpg,,,,,119.9
791,,image28.jpg,Crack,0.250502706,28,31.09507833,29.97737333,C:\Road_Project\inference_data\nan\image28.jpg,,,,,120.3
792,,image28.jpg,Crack,0.22739695,28,31.09500167,29.977345,C:\Road_Project\inference_data\nan\image28.jpg,,,,,120
793,,image29.jpg,Clear,0,29,31.09493333,29.977315,C:\Road_Project\inference_data\nan\image29.jpg,,,,,119.6
794,,image30.jpg,Clear,0,30,31.09487333,29.97728667,C:\Road_Project\inference_data\nan\image30.jpg,,,,,119.4
795,,image31.jpg,Clear,0,31,31.09482333,29.977255,C:\Road_Project\inference_data\nan\image31.jpg,,,,,118.4
796,,image32.jpg,Clear,0,32,31.09478167,29.97723667,C:\Road_Project\inference_data\nan\image32.jpg,,,,,117
797,,image33.jpg,Pothole,0.32221663,33,31.09475,29.97722833,C:\Road_Project\inference_data\nan\image33.jpg,,,,,115.7
798,,image34.jpg,Lamp_Post,0.652705491,34,31.09472833,29.97722333,C:\Road_Project\inference_data\nan\image34.jpg,,,,,114.7
799,,image34.jpg,Lamp_Post,0.410592735,34,31.09471167,29.97721833,C:\Road_Project\inference_data\nan\image34.jpg,,,,,114.3
800,,image34.jpg,Lamp_Post,0.363243997,34,31.09469833,29.97721167,C:\Road_Project\inference_data\nan\image34.jpg,,,,,113.7
801,,image34.jpg,Lamp_Post,0.361684382,34,31.09468,29.97720833,C:\Road_Project\inference_data\nan\image34.jpg,,,,,113.5
802,,image34.jpg,Lamp_Post,0.359323084,34,31.09465833,29.97720333,C:\Road_Project\inference_data\nan\image34.jpg,,,,,113.7
803,,image34.jpg,Lamp_Post,0.27112785,34,31.09462667,29.97719333,C:\Road_Project\inference_data\nan\image34.jpg,,,,,113.7
804,,image35.jpg,Crack,0.326585323,35,31.09457167,29.97717833,C:\Road_Project\inference_data\nan\image35.jpg,,,,,113.9
805,,image36.jpg,Clear,0,36,31.09451167,29.97715167,C:\Road_Project\inference_data\nan\image36.jpg,,,,,114.1
806,,image37.jpg,Crack,0.267529637,37,31.09443667,29.97712333,C:\Road_Project\inference_data\nan\image37.jpg,,,,,113.9
807,,image37.jpg,Crack,0.223226219,37,31.09436333,29.97709333,C:\Road_Project\inference_data\nan\image37.jpg,,,,,113.1
808,,image38.jpg,Clear,0,38,31.09428667,29.97706667,C:\Road_Project\inference_data\nan\image38.jpg,,,,,112.6
809,,image39.jpg,Clear,0,39,31.09420167,29.97703333,C:\Road_Project\inference_data\nan\image39.jpg,,,,,112.4
810,,image40.jpg,Clear,0,40,31.09411167,29.97700167,C:\Road_Project\inference_data\nan\image40.jpg,,,,,112.6
811,,image41.jpg,Clear,0,41,31.09403,29.97697,C:\Road_Project\inference_data\nan\image41.jpg,,,,,113.1
812,,image42.jpg,Crack,0.319251835,42,31.09395,29.97694167,C:\Road_Project\inference_data\nan\image42.jpg,,,,,113.6
813,,image43.jpg,Clear,0,43,31.09387667,29.97690833,C:\Road_Project\inference_data\nan\image43.jpg,,,,,113.9
814,,image44.jpg,Crack,0.424238473,44,31.09381833,29.97687667,C:\Road_Project\inference_data\nan\image44.jpg,,,,,113.9
815,,image45.jpg,Clear,0,45,31.093765,29.97685333,C:\Road_Project\inference_data\nan\image45.jpg,,,,,114.6
816,,image46.jpg,Clear,0,46,31.09372,29.97683667,C:\Road_Project\inference_data\nan\image46.jpg,,,,,115.1
817,,image47.jpg,Crack,0.431683391,47,31.09368167,29.97682667,C:\Road_Project\inference_data\nan\image47.jpg,,,,,115.1
818,,image48.jpg,Lamp_Post,0.644965529,48,31.09365833,29.97681333,C:\Road_Project\inference_data\nan\image48.jpg,,,,,115.1
819,,image48.jpg,Lamp_Post,0.569313049,48,31.093635,29.97679833,C:\Road_Project\inference_data\nan\image48.jpg,,,,,115.6
820,,image48.jpg,Lamp_Post,0.401747167,48,31.09361833,29.976785,C:\Road_Project\inference_data\nan\image48.jpg,,,,,115.5
821,,image49.jpg,Clear,0,49,31.0936,29.97677167,C:\Road_Project\inference_data\nan\image49.jpg,,,,,115.3
822,,image50.jpg,Clear,0,50,31.09358167,29.97675667,C:\Road_Project\inference_data\nan\image50.jpg,,,,,115.2
823,,image51.jpg,Lamp_Post,0.537148058,51,31.09356333,29.97674,C:\Road_Project\inference_data\nan\image51.jpg,,,,,115.3
824,,image51.jpg,Lamp_Post,0.401144058,51,31.09353667,29.976725,C:\Road_Project\inference_data\nan\image51.jpg,,,,,116
825,,image51.jpg,Lamp_Post,0.316506237,51,31.09349167,29.976705,C:\Road_Project\inference_data\nan\image51.jpg,,,,,116.7
826,,image51.jpg,Lamp_Post,0.293608367,51,31.09343167,29.97668667,C:\Road_Project\inference_data\nan\image51.jpg,,,,,117.3
827,,image51.jpg,Lamp_Post,0.278499812,51,31.09336333,29.97666,C:\Road_Project\inference_data\nan\image51.jpg,,,,,117.4
828,,image52.jpg,Clear,0,52,31.09329,29.976625,C:\Road_Project\inference_data\nan\image52.jpg,,,,,117.4
829,,image53.jpg,Clear,0,53,31.09321167,29.97658833,C:\Road_Project\inference_data\nan\image53.jpg,,,,,117.3
830,,image54.jpg,Lamp_Post,0.211082175,54,31.09312833,29.97655,C:\Road_Project\inference_data\nan\image54.jpg,,,,,117.2
831,,image55.jpg,Clear,0,55,31.09304167,29.9765,C:\Road_Project\inference_data\nan\image55.jpg,,,,,116.3
832,,image56.jpg,Lamp_Post,0.232924104,56,31.09295,29.976465,C:\Road_Project\inference_data\nan\image56.jpg,,,,,116.5
833,,image57.jpg,Lamp_Post,0.330271065,57,31.09286,29.97642167,C:\Road_Project\inference_data\nan\image57.jpg,,,,,122.2
834,,image57.jpg,Crack,0.214029238,57,31.09278,29.97638833,C:\Road_Project\inference_data\nan\image57.jpg,,,,,123.2
835,,image58.jpg,Lamp_Post,0.292713344,58,31.09269333,29.97633833,C:\Road_Project\inference_data\nan\image58.jpg,,,,,129.1
836,,image58.jpg,Lamp_Post,0.221273184,58,31.09260333,29.976295,C:\Road_Project\inference_data\nan\image58.jpg,,,,,129.9
837,,image59.jpg,Clear,0,59,31.09250667,29.97625333,C:\Road_Project\inference_data\nan\image59.jpg,,,,,130
838,,image60.jpg,Clear,0,60,31.09242167,29.97621333,C:\Road_Project\inference_data\nan\image60.jpg,,,,,129.6
839,,image61.jpg,Clear,0,61,31.09233667,29.97617833,C:\Road_Project\inference_data\nan\image61.jpg,,,,,129.5
840,,image62.jpg,Lamp_Post,0.649159133,62,31.092255,29.976145,C:\Road_Project\inference_data\nan\image62.jpg,,,,,129.4
841,,image62.jpg,Lamp_Post,0.600819349,62,31.09217833,29.97610833,C:\Road_Project\inference_data\nan\image62.jpg,,,,,129.5
842,,image62.jpg,Lamp_Post,0.489334315,62,31.09209333,29.97607333,C:\Road_Project\inference_data\nan\image62.jpg,,,,,129.2
843,,image62.jpg,Lamp_Post,0.433792681,62,31.092005,29.97603667,C:\Road_Project\inference_data\nan\image62.jpg,,,,,128.7
844,,image62.jpg,Lamp_Post,0.429981381,62,31.09192833,29.97599667,C:\Road_Project\inference_data\nan\image62.jpg,,,,,127.2
845,,image62.jpg,Lamp_Post,0.357964337,62,31.09185333,29.97596167,C:\Road_Project\inference_data\nan\image62.jpg,,,,,126.5
846,,image62.jpg,Lamp_Post,0.32622689,62,31.09178833,29.97593833,C:\Road_Project\inference_data\nan\image62.jpg,,,,,126.6
847,,image62.jpg,Lamp_Post,0.296412349,62,31.09174167,29.97592,C:\Road_Project\inference_data\nan\image62.jpg,,,,,126.7
848,,image62.jpg,Lamp_Post,0.227266446,62,31.09170333,29.97590667,C:\Road_Project\inference_data\nan\image62.jpg,,,,,126.9
849,,image62.jpg,Lamp_Post,0.220965162,62,31.091665,29.97590167,C:\Road_Project\inference_data\nan\image62.jpg,,,,,127.6
850,,image63.jpg,Clear,0,63,31.091625,29.97588833,C:\Road_Project\inference_data\nan\image63.jpg,,,,,128.2
851,,image64.jpg,Clear,0,64,31.09159667,29.97587833,C:\Road_Project\inference_data\nan\image64.jpg,,,,,128.6
852,,image65.jpg,Clear,0,65,31.091565,29.97587,C:\Road_Project\inference_data\nan\image65.jpg,,,,,128.4
853,,image66.jpg,Clear,0,66,31.091535,29.97585833,C:\Road_Project\inference_data\nan\image66.jpg,,,,,128.6
854,,image67.jpg,Lamp_Post,0.573540986,67,31.091505,29.97584,C:\Road_Project\inference_data\nan\image67.jpg,,,,,128.4
855,,image67.jpg,Lamp_Post,0.531513333,67,31.09147,29.97581667,C:\Road_Project\inference_data\nan\image67.jpg,,,,,128.1
856,,image67.jpg,Lamp_Post,0.486320078,67,31.09142833,29.97578167,C:\Road_Project\inference_data\nan\image67.jpg,,,,,127.9
857,,image67.jpg,Lamp_Post,0.417341977,67,31.09138167,29.97574167,C:\Road_Project\inference_data\nan\image67.jpg,,,,,127.4
858,,image67.jpg,Lamp_Post,0.413189232,67,31.091335,29.97570333,C:\Road_Project\inference_data\nan\image67.jpg,,,,,127.2
859,,image67.jpg,Lamp_Post,0.280281901,67,31.09130167,29.97567333,C:\Road_Project\inference_data\nan\image67.jpg,,,,,126.6
860,,image68.jpg,Lamp_Post,0.405656338,68,31.09128,29.97565333,C:\Road_Project\inference_data\nan\image68.jpg,,,,,126.2
861,,image68.jpg,speed bump,0.272736728,68,31.09126333,29.97563667,C:\Road_Project\inference_data\nan\image68.jpg,,,,,125.9
862,,image69.jpg,Clear,0,69,31.09125,29.97562333,C:\Road_Project\inference_data\nan\image69.jpg,,,,,125.2
863,,image70.jpg,Clear,0,70,31.09123333,29.975605,C:\Road_Project\inference_data\nan\image70.jpg,,,,,125
864,,image71.jpg,Clear,0,71,31.09121667,29.97558333,C:\Road_Project\inference_data\nan\image71.jpg,,,,,125
865,,image72.jpg,Clear,0,72,31.091195,29.97555833,C:\Road_Project\inference_data\nan\image72.jpg,,,,,124.9
866,,image73.jpg,Clear,0,73,31.09116167,29.97552667,C:\Road_Project\inference_data\nan\image73.jpg,,,,,125.1
867,,image74.jpg,Clear,0,74,31.09111667,29.97548,C:\Road_Project\inference_data\nan\image74.jpg,,,,,125.1
868,,image75.jpg,Lamp_Post,0.717590094,75,31.09106333,29.97542167,C:\Road_Project\inference_data\nan\image75.jpg,,,,,125.1
869,,image75.jpg,Lamp_Post,0.654569209,75,31.09101167,29.975365,C:\Road_Project\inference_data\nan\image75.jpg,,,,,124.5
870,,image75.jpg,Lamp_Post,0.37319386,75,31.09095667,29.97530333,C:\Road_Project\inference_data\nan\image75.jpg,,,,,124.1
871,,image75.jpg,Lamp_Post,0.322908282,75,31.0909,29.975235,C:\Road_Project\inference_data\nan\image75.jpg,,,,,123.4
872,,image75.jpg,Lamp_Post,0.237373888,75,31.09084167,29.97516,C:\Road_Project\inference_data\nan\image75.jpg,,,,,123.2
873,,image75.jpg,Lamp_Post,0.204799399,75,31.090785,29.97507833,C:\Road_Project\inference_data\nan\image75.jpg,,,,,122.7
874,,image76.jpg,Crack,0.923134804,76,31.09072667,29.97498833,C:\Road_Project\inference_data\nan\image76.jpg,,,,,122.3
875,,image76.jpg,Crack,0.65071398,76,31.09067833,29.97488833,C:\Road_Project\inference_data\nan\image76.jpg,,,,,122.4
876,,image77.jpg,Clear,0,77,31.09064167,29.97477667,C:\Road_Project\inference_data\nan\image77.jpg,,,,,122.3
877,,image78.jpg,Clear,0,78,31.09062167,29.97466167,C:\Road_Project\inference_data\nan\image78.jpg,,,,,122
878,,image79.jpg,Crack,0.222142994,79,31.090615,29.97454333,C:\Road_Project\inference_data\nan\image79.jpg,,,,,121.9
879,,image80.jpg,Clear,0,80,31.090615,29.97442667,C:\Road_Project\inference_data\nan\image80.jpg,,,,,121.8
880,,image81.jpg,Clear,0,81,31.09060667,29.97430333,C:\Road_Project\inference_data\nan\image81.jpg,,,,,121.7
881,,image82.jpg,Crack,0.361251175,82,31.090595,29.97419167,C:\Road_Project\inference_data\nan\image82.jpg,,,,,121.9
882,,image83.jpg,Clear,0,83,31.090585,29.9741,C:\Road_Project\inference_data\nan\image83.jpg,,,,,121.9
883,,image84.jpg,Lamp_Post,0.290207535,84,31.09057667,29.97402667,C:\Road_Project\inference_data\nan\image84.jpg,,,,,121.7
884,,image84.jpg,Lamp_Post,0.249970198,84,31.09056833,29.97397167,C:\Road_Project\inference_data\nan\image84.jpg,,,,,121.6
885,,image85.jpg,Clear,0,85,31.09056667,29.97393,C:\Road_Project\inference_data\nan\image85.jpg,,,,,121.1
886,,image86.jpg,Lamp_Post,0.265252143,86,31.090565,29.97390167,C:\Road_Project\inference_data\nan\image86.jpg,,,,,120.7
887,,image87.jpg,Clear,0,87,31.090565,29.973885,C:\Road_Project\inference_data\nan\image87.jpg,,,,,120
888,,image88.jpg,Clear,0,88,31.09056667,29.97387,C:\Road_Project\inference_data\nan\image88.jpg,,,,,119.7
889,,image89.jpg,Crack,0.789215446,89,31.09056833,29.973855,C:\Road_Project\inference_data\nan\image89.jpg,,,,,119.7
890,,image90.jpg,Lamp_Post,0.372918099,90,31.09056833,29.973835,C:\Road_Project\inference_data\nan\image90.jpg,,,,,119.4
891,,image91.jpg,Clear,0,91,31.09057,29.97381167,C:\Road_Project\inference_data\nan\image91.jpg,,,,,118.6
892,,image92.jpg,Clear,0,92,31.09056667,29.97378167,C:\Road_Project\inference_data\nan\image92.jpg,,,,,118.2
893,,image93.jpg,Clear,0,93,31.09055667,29.97374,C:\Road_Project\inference_data\nan\image93.jpg,,,,,118
894,,image94.jpg,Lamp_Post,0.691739619,94,31.09054667,29.97368333,C:\Road_Project\inference_data\nan\image94.jpg,,,,,117.9
895,,image95.jpg,Crack,0.266873717,95,31.09053833,29.97361167,C:\Road_Project\inference_data\nan\image95.jpg,,,,,117.7
896,,image96.jpg,Crack,0.266515881,96,31.09052333,29.97352667,C:\Road_Project\inference_data\nan\image96.jpg,,,,,117.9
897,,image96.jpg,Crack,0.207679316,96,31.09050833,29.97342667,C:\Road_Project\inference_data\nan\image96.jpg,,,,,117.9
898,,image97.jpg,Crack,0.850822091,97,31.09049667,29.97331833,C:\Road_Project\inference_data\nan\image97.jpg,,,,,117.6
899,,image97.jpg,Crack,0.325167328,97,31.09048333,29.973205,C:\Road_Project\inference_data\nan\image97.jpg,,,,,117.6
900,,image98.jpg,Lamp_Post,0.450706154,98,31.09047,29.97309167,C:\Road_Project\inference_data\nan\image98.jpg,,,,,116.6
901,,image98.jpg,Lamp_Post,0.279300272,98,31.09046,29.972975,C:\Road_Project\inference_data\nan\image98.jpg,,,,,115.4
902,,image98.jpg,Lamp_Post,0.205054671,98,31.09044833,29.97285,C:\Road_Project\inference_data\nan\image98.jpg,,,,,114.9
903,,image99.jpg,Clear,0,99,31.09044,29.97271667,C:\Road_Project\inference_data\nan\image99.jpg,,,,,114.2
904,,image0.jpg,Clear,0,0,31.09043,29.97258667,C:\Road_Project\inference_data\nan\image0.jpg,,,,,114
905,,image1.jpg,Clear,0,1,31.090415,29.97247,C:\Road_Project\inference_data\nan\image1.jpg,,,,,115
906,,image2.jpg,Crack,0.489000171,2,31.09039833,29.97236,C:\Road_Project\inference_data\nan\image2.jpg,,,,,115.4
907,,image3.jpg,Clear,0,3,31.09038333,29.97226167,C:\Road_Project\inference_data\nan\image3.jpg,,,,,115.2
908,,image4.jpg,Clear,0,4,31.09037167,29.97216667,C:\Road_Project\inference_data\nan\image4.jpg,,,,,115.9
909,,image5.jpg,Crack,0.51472646,5,31.09036167,29.97207,C:\Road_Project\inference_data\nan\image5.jpg,,,,,116.4
910,,image5.jpg,Crack,0.385638982,5,31.09034667,29.97196167,C:\Road_Project\inference_data\nan\image5.jpg,,,,,117.6
911,,image5.jpg,Crack,0.367755324,5,31.09033833,29.97185167,C:\Road_Project\inference_data\nan\image5.jpg,,,,,118
912,,image6.jpg,Crack,0.251505405,6,31.09033667,29.971735,C:\Road_Project\inference_data\nan\image6.jpg,,,,,118.7
913,,image7.jpg,Clear,0,7,31.09032667,29.97162,C:\Road_Project\inference_data\nan\image7.jpg,,,,,119.7
914,,image8.jpg,Clear,0,8,31.09031667,29.97151167,C:\Road_Project\inference_data\nan\image8.jpg,,,,,120.4
915,,image9.jpg,Clear,0,9,31.09031167,29.97140833,C:\Road_Project\inference_data\nan\image9.jpg,,,,,121.2
916,,image10.jpg,Clear,0,10,31.09030333,29.97130833,C:\Road_Project\inference_data\nan\image10.jpg,,,,,122
917,,image11.jpg,Crack,0.365272462,11,31.09030333,29.97120833,C:\Road_Project\inference_data\nan\image11.jpg,,,,,122.8
918,,image11.jpg,Crack,0.2426081,11,31.09029833,29.97111167,C:\Road_Project\inference_data\nan\image11.jpg,,,,,123.8
919,,image12.jpg,Clear,0,12,31.09029333,29.971015,C:\Road_Project\inference_data\nan\image12.jpg,,,,,124.4
920,,image13.jpg,Clear,0,13,31.09028667,29.97092,C:\Road_Project\inference_data\nan\image13.jpg,,,,,124.9
921,,image14.jpg,Crack,0.361172199,14,31.09028167,29.97081667,C:\Road_Project\inference_data\nan\image14.jpg,,,,,124.7
922,,image15.jpg,Crack,0.209857717,15,31.090275,29.9707,C:\Road_Project\inference_data\nan\image15.jpg,,,,,124.5
923,,image16.jpg,Clear,0,16,31.090265,29.97057667,C:\Road_Project\inference_data\nan\image16.jpg,,,,,124.1
924,,image17.jpg,Clear,0,17,31.09025833,29.97045167,C:\Road_Project\inference_data\nan\image17.jpg,,,,,124
925,,image18.jpg,Clear,0,18,31.09025333,29.970325,C:\Road_Project\inference_data\nan\image18.jpg,,,,,124
926,,image19.jpg,Lamp_Post,0.225420952,19,31.09024833,29.970195,C:\Road_Project\inference_data\nan\image19.jpg,,,,,124.1
927,,image20.jpg,Clear,0,20,31.09023833,29.97006333,C:\Road_Project\inference_data\nan\image20.jpg,,,,,123.6
928,,image21.jpg,Clear,0,21,31.09022833,29.96993,C:\Road_Project\inference_data\nan\image21.jpg,,,,,123.7
929,,image22.jpg,Clear,0,22,31.09021667,29.96979,C:\Road_Project\inference_data\nan\image22.jpg,,,,,123.7
930,,image23.jpg,Clear,0,23,31.09021,29.96965,C:\Road_Project\inference_data\nan\image23.jpg,,,,,123.7
931,,image24.jpg,Clear,0,24,31.09020333,29.96950833,C:\Road_Project\inference_data\nan\image24.jpg,,,,,123.9
932,,image25.jpg,Clear,0,25,31.09019833,29.969365,C:\Road_Project\inference_data\nan\image25.jpg,,,,,124
933,,image26.jpg,Clear,0,26,31.09019,29.96921833,C:\Road_Project\inference_data\nan\image26.jpg,,,,,123.9
934,,image27.jpg,Crack,0.882028699,27,31.09017667,29.96906833,C:\Road_Project\inference_data\nan\image27.jpg,,,,,125.3
935,,image27.jpg,Crack,0.454609036,27,31.090165,29.96892,C:\Road_Project\inference_data\nan\image27.jpg,,,,,125.6
936,,image28.jpg,speed bump,0.239952698,28,31.09015333,29.96877167,C:\Road_Project\inference_data\nan\image28.jpg,,,,,125.8
937,,image28.jpg,Lamp_Post,0.204373449,28,31.09014333,29.968625,C:\Road_Project\inference_data\nan\image28.jpg,,,,,125.3
938,,image28.jpg,speed bump,0.200188205,28,31.09013,29.96848333,C:\Road_Project\inference_data\nan\image28.jpg,,,,,124.9
939,,image29.jpg,Clear,0,29,31.09012333,29.96834667,C:\Road_Project\inference_data\nan\image29.jpg,,,,,124
940,,image30.jpg,Clear,0,30,31.09010667,29.968205,C:\Road_Project\inference_data\nan\image30.jpg,,,,,124
941,,image31.jpg,Crack,0.413300008,31,31.09008667,29.968065,C:\Road_Project\inference_data\nan\image31.jpg,,,,,127.6
942,,image32.jpg,Clear,0,32,31.09006833,29.96794,C:\Road_Project\inference_data\nan\image32.jpg,,,,,128
943,,image33.jpg,Crack,0.334534466,33,31.09006167,29.96782667,C:\Road_Project\inference_data\nan\image33.jpg,,,,,125.5
944,,image34.jpg,Pothole,0.239639074,34,31.09005,29.96773,C:\Road_Project\inference_data\nan\image34.jpg,,,,,125
945,,image35.jpg,Clear,0,35,31.09004,29.967645,C:\Road_Project\inference_data\nan\image35.jpg,,,,,123.7
946,,image36.jpg,Clear,0,36,31.09001667,29.96756833,C:\Road_Project\inference_data\nan\image36.jpg,,,,,122.9
947,,image37.jpg,Crack,0.466875494,37,31.09001,29.967505,C:\Road_Project\inference_data\nan\image37.jpg,,,,,121.4
948,,image37.jpg,Crack,0.291374534,37,31.09,29.96746,C:\Road_Project\inference_data\nan\image37.jpg,,,,,121.7
949,,image38.jpg,Clear,0,38,31.09001167,29.96744333,C:\Road_Project\inference_data\nan\image38.jpg,,,,,121.3
950,,image39.jpg,Clear,0,39,31.09000667,29.96741833,C:\Road_Project\inference_data\nan\image39.jpg,,,,,121.3
951,,image40.jpg,Clear,0,40,31.090005,29.96739667,C:\Road_Project\inference_data\nan\image40.jpg,,,,,121.2
952,,image41.jpg,Clear,0,41,31.09000333,29.96737,C:\Road_Project\inference_data\nan\image41.jpg,,,,,121.2
953,,image42.jpg,Clear,0,42,31.08999667,29.96733167,C:\Road_Project\inference_data\nan\image42.jpg,,,,,121.1
954,,image43.jpg,Crack,0.269454569,43,31.08999333,29.96728167,C:\Road_Project\inference_data\nan\image43.jpg,,,,,121
955,,image44.jpg,Clear,0,44,31.08998667,29.96721833,C:\Road_Project\inference_data\nan\image44.jpg,,,,,121
956,,image45.jpg,Clear,0,45,31.08998,29.967145,C:\Road_Project\inference_data\nan\image45.jpg,,,,,121.2
957,,image46.jpg,Crack,0.226751342,46,31.089975,29.96706333,C:\Road_Project\inference_data\nan\image46.jpg,,,,,121.4
958,,image47.jpg,Clear,0,47,31.08997333,29.966975,C:\Road_Project\inference_data\nan\image47.jpg,,,,,121.8
959,,image48.jpg,Clear,0,48,31.08997,29.96688333,C:\Road_Project\inference_data\nan\image48.jpg,,,,,122.3
960,,image49.jpg,Clear,0,49,31.08996667,29.96678,C:\Road_Project\inference_data\nan\image49.jpg,,,,,122.9
961,,image50.jpg,Crack,0.299613744,50,31.08996333,29.96666667,C:\Road_Project\inference_data\nan\image50.jpg,,,,,123.5
962,,image50.jpg,Crack,0.230053991,50,31.08995667,29.96654667,C:\Road_Project\inference_data\nan\image50.jpg,,,,,123.6
963,,image51.jpg,Clear,0,51,31.08995,29.96643,C:\Road_Project\inference_data\nan\image51.jpg,,,,,123.7
964,,image52.jpg,Clear,0,52,31.08993833,29.96630833,C:\Road_Project\inference_data\nan\image52.jpg,,,,,123.4
965,,image53.jpg,Lamp_Post,0.246356606,53,31.08992667,29.96618167,C:\Road_Project\inference_data\nan\image53.jpg,,,,,123.3
